log_id,log_timestamp,site_id,zone_id,device_id,badge_id,user_id,outcome
LOG-003763,2025-01-08 06:50:37+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00105,USR-0105,granted
LOG-003764,2025-01-09 21:05:30+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00005,USR-0005,granted
LOG-003765,2025-01-02 22:07:14+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00193,USR-0193,granted
LOG-003766,2025-01-14 08:36:08+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00166,USR-0166,tailgated
LOG-003767,2025-01-04 10:39:16+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00071,USR-0071,granted
LOG-003768,2025-01-06 03:53:39+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00099,USR-0099,granted
LOG-003769,2025-01-01 08:12:56+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00025,USR-0025,denied
LOG-003770,2025-01-09 07:25:09+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00188,USR-0188,granted
LOG-003771,2025-01-09 07:34:04+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00047,USR-0047,granted
LOG-003772,2025-01-02 15:01:32+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00076,USR-0076,granted
LOG-003773,2025-01-05 02:24:09+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00086,USR-0086,granted
LOG-003774,2025-01-11 17:37:06+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00053,USR-0053,denied
LOG-003775,2025-01-10 23:33:45+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00127,USR-0127,granted
LOG-003776,2025-01-05 07:15:07+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00200,USR-0200,granted
LOG-003777,2025-01-09 19:37:16+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00172,USR-0172,denied
LOG-003778,2025-01-11 11:00:11+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00107,USR-0107,granted
LOG-003779,2025-01-06 05:31:30+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00027,USR-0027,granted
LOG-003780,2025-01-03 11:02:58+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00173,USR-0173,granted
LOG-003781,2025-01-01 07:17:55+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00052,USR-0052,granted
LOG-003782,2025-01-14 08:47:43+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00183,USR-0183,granted
LOG-003783,2025-01-05 11:34:29+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00080,USR-0080,granted
LOG-003784,2025-01-12 06:51:58+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00104,USR-0104,granted
LOG-003785,2025-01-05 13:09:14+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00088,USR-0088,granted
LOG-003786,2025-01-10 23:18:30+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00092,USR-0092,denied
LOG-003787,2025-01-05 15:47:19+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00033,USR-0033,granted
LOG-003788,2025-01-09 12:04:29+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00111,USR-0111,tailgated
LOG-003789,2025-01-14 08:21:24+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00081,USR-0081,granted
LOG-003790,2025-01-11 13:15:13+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00170,USR-0170,granted
LOG-003791,2025-01-03 07:17:30+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00096,USR-0096,granted
LOG-003792,2025-01-08 07:57:30+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00193,USR-0193,granted
LOG-003793,2025-01-04 18:44:23+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00060,USR-0060,denied
LOG-003794,2025-01-04 01:42:18+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00066,USR-0066,denied
LOG-003795,2025-01-12 15:41:08+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00008,USR-0008,granted
LOG-003796,2025-01-14 18:09:03+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00148,USR-0148,granted
LOG-003797,2025-01-13 22:51:09+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00015,USR-0015,granted
LOG-003798,2025-01-12 17:55:16+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00058,USR-0058,granted
LOG-003799,2025-01-07 13:20:37+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00183,USR-0183,invalid_credential
LOG-003800,2025-01-08 08:47:41+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00123,USR-0123,granted
LOG-003801,2025-01-08 13:27:22+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00112,USR-0112,granted
LOG-003802,2025-01-11 07:22:18+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00161,USR-0161,denied
LOG-003803,2025-01-01 17:45:36+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00155,USR-0155,granted
LOG-003804,2025-01-12 13:48:34+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00178,USR-0178,granted
LOG-003805,2025-01-12 07:30:02+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00134,USR-0134,granted
LOG-003806,2025-01-14 22:22:04+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00090,USR-0090,granted
LOG-003807,2025-01-09 07:46:19+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00027,USR-0027,granted
LOG-003808,2025-01-07 09:38:49+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00074,USR-0074,granted
LOG-003809,2025-01-07 16:56:49+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00142,USR-0142,granted
LOG-003810,2025-01-09 16:22:58+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00051,USR-0051,granted
LOG-003811,2025-01-05 05:39:54+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00135,USR-0135,granted
LOG-003812,2025-01-11 21:02:27+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00027,USR-0027,tailgated
LOG-003813,2025-01-07 05:06:24+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00013,USR-0013,granted
LOG-003814,2025-01-04 22:40:18+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00073,USR-0073,granted
LOG-003815,2025-01-11 07:03:52+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00046,USR-0046,granted
LOG-003816,2025-01-05 17:09:46+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00175,USR-0175,denied
LOG-003817,2025-01-02 03:08:23+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00076,USR-0076,granted
LOG-003818,2025-01-08 07:25:03+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00084,USR-0084,granted
LOG-003819,2025-01-08 02:17:21+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00081,USR-0081,granted
LOG-003820,2025-01-05 01:55:54+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00064,USR-0064,granted
LOG-003821,2025-01-01 11:38:17+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00184,USR-0184,granted
LOG-003822,2025-01-07 15:50:32+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00148,USR-0148,granted
LOG-003823,2025-01-11 19:28:36+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00032,USR-0032,granted
LOG-003824,2025-01-12 05:17:58+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00044,USR-0044,granted
LOG-003825,2025-01-03 22:54:06+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00017,USR-0017,granted
LOG-003826,2025-01-07 00:35:49+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00052,USR-0052,granted
LOG-003827,2025-01-13 15:32:16+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00132,USR-0132,??unknown??
LOG-003828,2025-01-05 19:45:40+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00188,USR-0188,granted
LOG-003829,2025-01-07 15:58:03+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00097,USR-0097,granted
LOG-003830,2025-01-10 12:20:24+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00017,USR-0017,granted
LOG-003831,2025-01-07 09:38:25+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00010,USR-0010,granted
LOG-003832,2025-01-12 18:41:22+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00083,USR-0083,granted
LOG-003833,2025-01-06 01:04:40+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00053,USR-0053,granted
LOG-003834,2025-01-07 21:22:11+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00116,USR-0116,granted
LOG-003835,2025-01-08 05:29:49+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00024,USR-0024,granted
LOG-003836,2025-01-11 10:05:50+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00047,USR-0047,granted
LOG-003837,2025-01-05 17:34:37+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00112,USR-0112,granted
LOG-003838,2025-01-04 20:30:53+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00057,USR-0057,granted
LOG-003840,2025-01-04 06:06:31+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00045,USR-0045,granted
LOG-003841,2025-01-03 17:43:32+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00011,USR-0011,granted
LOG-003842,2025-01-12 11:16:00+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00070,USR-0070,granted
LOG-003843,2025-01-05 19:59:30+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00066,USR-0066,granted
LOG-003844,2025-01-04 18:43:25+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00180,USR-0180,granted
LOG-003845,2025-01-12 08:44:09+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00179,USR-0179,granted
LOG-003846,2025-01-12 00:56:02+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,,USR-0000,denied
LOG-003847,2025-01-04 10:33:06+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00058,USR-0058,granted
LOG-003848,2025-01-05 06:25:53+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00084,USR-0084,granted
LOG-003849,2025-01-12 11:56:44+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00122,USR-0122,granted
LOG-003850,2025-01-04 21:22:27+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00078,USR-0078,granted
LOG-003851,2025-01-13 01:24:02+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00152,USR-0152,granted
LOG-003852,2025-01-09 15:32:27+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00193,USR-0193,tailgated
LOG-003853,2025-01-10 07:53:17+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00081,USR-0081,granted
LOG-003854,2025-01-08 11:24:44+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00024,USR-0024,granted
LOG-003855,2025-01-01 10:18:34+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00025,USR-0025,granted
LOG-003856,2025-01-12 13:02:27+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00175,USR-0175,granted
LOG-003857,2025-01-08 20:30:25+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00084,USR-0084,tailgated
LOG-003858,2025-01-03 10:04:47+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00066,USR-0066,granted
LOG-003859,2025-01-12 15:56:15+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00124,USR-0124,denied
LOG-003860,2025-01-05 02:36:27+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00192,USR-0192,granted
LOG-003861,2025-01-06 02:54:10+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00085,USR-0085,granted
LOG-003862,2025-01-09 22:44:43+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00064,USR-0064,granted
LOG-003863,2025-01-04 23:01:40+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00173,USR-0173,denied
LOG-003864,2025-01-01 02:10:13+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00017,USR-0017,granted
LOG-003865,2025-01-05 11:58:56+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00169,USR-0169,granted
LOG-003866,2025-01-10 13:32:18+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00105,USR-0105,granted
LOG-003867,2025-01-06 22:09:12+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00005,USR-0005,granted
LOG-003868,2025-01-10 23:21:41+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00046,USR-0046,granted
LOG-003869,2025-01-01 23:34:35+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00136,USR-0136,denied
LOG-003870,2025-01-04 14:31:05+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00151,USR-0151,granted
LOG-003871,2025-01-04 07:51:42+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00040,USR-0040,granted
LOG-003872,2025-01-01 21:31:46+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00132,USR-0132,granted
LOG-003873,2025-01-10 01:22:11+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00198,USR-0198,granted
LOG-003874,2025-01-03 22:39:20+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00138,USR-0138,granted
LOG-003875,2025-01-07 14:45:15+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00141,USR-0141,granted
LOG-003876,2025-01-14 20:47:56+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,,USR-0039,granted
LOG-003877,2025-01-04 11:06:23+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00128,USR-0128,granted
LOG-003878,2025-01-03 17:25:40+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00142,USR-0142,granted
LOG-003880,2025-01-06 00:05:15+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00063,USR-0063,granted
LOG-003881,2025-01-05 03:18:07+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00177,USR-0177,denied
LOG-003882,2025-01-11 01:47:41+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00200,USR-0200,tailgated
LOG-003883,2025-01-02 19:27:01+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00035,USR-0035,granted
LOG-003884,2025-01-06 07:04:41+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00147,USR-0147,granted
LOG-003885,2025-01-03 18:58:50+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00101,USR-0101,granted
LOG-003886,2025-01-13 11:38:15+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00119,USR-0119,granted
LOG-003887,2025-01-05 03:39:07+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00103,USR-0103,granted
LOG-003888,2025-01-08 22:27:36+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00174,USR-0174,granted
LOG-003889,2025-01-08 07:34:46+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00090,USR-0090,denied
LOG-003890,2025-01-07 21:33:24+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00118,USR-0118,granted
LOG-003891,2025-01-01 22:17:00+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,,USR-0000,granted
LOG-003892,2025-01-04 16:15:46+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00111,USR-0111,granted
LOG-003893,2025-01-12 23:15:36+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00176,USR-0176,granted
LOG-003895,2025-01-13 06:49:54+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00190,USR-0190,granted
LOG-003896,2025-01-08 19:58:38+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00136,USR-0136,granted
LOG-003898,2025-01-05 20:03:06+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00075,USR-0075,granted
LOG-003899,2025-01-11 20:30:16+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00096,USR-0096,granted
LOG-003900,2025-01-04 07:52:55+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00009,USR-0009,??unknown??
LOG-003901,2025-01-09 09:29:47+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00185,USR-0185,granted
LOG-003902,2025-01-14 02:23:05+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00164,USR-0164,granted
LOG-003903,2025-01-12 20:04:08+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00060,USR-0060,granted
LOG-003904,2025-01-06 10:09:06+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00011,USR-0011,granted
LOG-003905,2025-01-04 21:03:37+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00140,USR-0140,granted
LOG-003906,2025-01-09 16:51:54+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00135,USR-0135,granted
LOG-003907,2025-01-09 13:02:20+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00106,USR-0106,granted
LOG-003908,2025-01-11 02:45:23+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00032,USR-0032,granted
LOG-003909,2025-01-02 00:25:30+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00184,USR-0184,denied
LOG-003910,2025-01-08 13:24:36+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00087,USR-0087,granted
LOG-003911,2025-01-01 03:10:32+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00145,USR-0145,granted
LOG-003912,2025-01-14 20:58:18+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00172,USR-0172,denied
LOG-003913,2025-01-13 05:53:53+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00110,USR-0110,granted
LOG-003914,2025-01-11 08:34:12+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00019,USR-0019,granted
LOG-003915,2025-01-05 02:58:03+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00178,USR-0178,granted
LOG-003916,2025-01-11 10:46:46+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00134,USR-0134,granted
LOG-003917,2025-01-07 05:39:27+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,,USR-0000,granted
LOG-003918,2025-01-10 02:02:32+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00123,USR-0123,granted
LOG-003919,2025-01-04 05:52:39+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,,USR-0182,granted
LOG-003920,2025-01-07 15:29:04+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00174,USR-0174,granted
LOG-003921,2025-01-13 06:36:25+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00044,USR-0044,granted
LOG-003922,2025-01-03 15:46:34+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00035,USR-0035,granted
LOG-003923,2025-01-06 09:12:11+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00033,USR-0033,granted
LOG-003924,2025-01-05 01:58:33+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00160,USR-0160,granted
LOG-003925,2025-01-03 12:11:01+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00049,USR-0049,granted
LOG-003926,2025-01-06 13:27:36+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00091,USR-0091,tailgated
LOG-003927,2025-01-09 12:17:07+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00158,USR-0158,invalid_credential
LOG-003929,2025-01-03 21:02:07+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00013,USR-0013,granted
LOG-003930,2025-01-12 10:34:10+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00073,USR-0073,denied
LOG-003931,2025-01-04 15:35:29+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00019,USR-0019,granted
LOG-003932,2025-01-05 16:48:35+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00078,USR-0078,granted
LOG-003933,2025-01-10 10:03:31+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00148,USR-0148,granted
LOG-003934,2025-01-11 10:47:39+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00104,USR-0104,granted
LOG-003935,2025-01-14 10:17:50+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00135,USR-0135,granted
LOG-003936,2025-01-03 05:21:51+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00022,USR-0022,granted
LOG-003937,2025-01-11 13:36:57+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00151,USR-0151,granted
LOG-003938,2025-01-11 03:10:54+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00086,USR-0086,granted
LOG-003939,2025-01-02 17:42:41+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00058,USR-0058,granted
LOG-003940,2025-01-13 06:32:10+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00131,USR-0131,invalid_credential
LOG-003941,2025-01-05 09:01:08+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00027,USR-0027,invalid_credential
LOG-003942,2025-01-06 22:09:24+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00100,USR-0100,granted
LOG-003943,2025-01-12 03:34:42+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00085,USR-0085,granted
LOG-003944,2025-01-08 08:03:40+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00034,USR-0034,granted
LOG-003945,2025-01-04 20:26:57+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00191,USR-0191,granted
LOG-003946,2025-01-05 12:10:19+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00073,USR-0073,denied
LOG-003948,2025-01-03 13:34:35+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00089,USR-0089,granted
LOG-003949,2025-01-07 14:31:19+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,,USR-0194,granted
LOG-003950,2025-01-11 11:08:37+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00134,USR-0134,granted
LOG-003951,2025-01-13 09:09:39+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00128,USR-0128,granted
LOG-003952,2025-01-12 13:33:20+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00181,USR-0181,granted
LOG-003953,2025-01-06 00:40:25+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00017,USR-0017,granted
LOG-003954,2025-01-03 18:45:34+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00111,USR-0111,granted
LOG-003955,2025-01-14 02:00:56+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00065,USR-0065,granted
LOG-003956,2025-01-09 08:43:51+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00136,USR-0136,granted
LOG-003957,2025-01-06 16:53:51+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00171,USR-0171,granted
LOG-003958,2025-01-13 15:03:30+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00016,USR-0016,granted
LOG-003959,2025-01-11 04:00:53+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00032,USR-0032,granted
LOG-003960,2025-01-07 16:06:10+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,,USR-0191,granted
LOG-003961,2025-01-03 17:35:06+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00099,USR-0099,??unknown??
LOG-003962,2025-01-02 03:26:14+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00064,USR-0064,granted
LOG-003963,2025-01-08 10:20:41+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00031,USR-0031,invalid_credential
LOG-003964,2025-01-02 14:26:19+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00071,USR-0071,denied
LOG-003965,2025-01-05 08:12:18+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00001,USR-0001,granted
LOG-003966,2025-01-10 12:56:12+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00045,USR-0045,granted
LOG-003967,2025-01-01 04:16:33+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00037,USR-0037,granted
LOG-003968,2025-01-14 20:26:18+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00017,USR-0017,granted
LOG-003969,2025-01-07 02:55:25+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00194,USR-0194,granted
LOG-003970,2025-01-13 04:22:37+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00159,USR-0159,granted
LOG-003971,2025-01-03 09:57:30+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00189,USR-0189,granted
LOG-003972,2025-01-07 10:48:22+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00049,USR-0049,granted
LOG-003973,2025-01-14 10:05:03+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00058,USR-0058,granted
LOG-003974,2025-01-09 20:27:42+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00057,USR-0057,granted
LOG-003975,2025-01-12 07:41:07+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00112,USR-0112,granted
LOG-003976,2025-01-10 14:10:40+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00037,USR-0037,granted
LOG-003977,2025-01-11 08:28:48+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00048,USR-0048,granted
LOG-003978,2025-01-06 02:25:40+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00195,USR-0195,granted
LOG-003979,2025-01-07 08:19:09+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00071,USR-0071,tailgated
