event_id,event_timestamp,site_id,zone_id,device_id,event_type,confidence_score
EVT-000445,2025-01-02 22:55:42+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.5330895932311749
EVT-000446,2025-01-01 12:02:34+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.7470286307507733
EVT-000447,2025-01-14 03:10:32+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.6421759748465219
EVT-000448,2025-01-14 10:29:02+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.4953664190105538
EVT-000449,2025-01-11 08:23:16+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,tailgating,0.6984308078486527
EVT-000450,2025-01-02 10:36:31+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.35287555514288416
EVT-000451,2025-01-05 02:39:58+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.6436099766800233
EVT-000452,2025-01-01 13:48:08+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.5468118679122963
EVT-000453,2025-01-01 17:13:09+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.24417067079047283
EVT-000454,2025-01-04 10:40:41+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.51964276908459
EVT-000455,2025-01-09 00:14:21+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,loitering,0.6304816253477791
EVT-000456,2025-01-01 22:01:04+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,tailgating,0.647755294395652
EVT-000457,2025-01-14 18:49:32+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.3445832082160035
EVT-000458,2025-01-07 08:55:09+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.38379738003989194
EVT-000459,2025-01-04 16:39:06+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.7664954464658549
EVT-000460,2025-01-08 05:24:18+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.8035144736195945
EVT-000461,2025-01-12 01:29:30+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.48825255919115373
EVT-000462,2025-01-05 09:01:23+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,object_left,0.9444415868540272
EVT-000463,2025-01-01 15:57:51+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.6924353094829969
EVT-000464,2025-01-01 17:07:20+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.2509350304582035
EVT-000465,2025-01-12 22:16:01+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.32082094732416655
EVT-000466,2025-01-02 13:29:50+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.5578899898723932
EVT-000467,2025-01-09 21:32:56+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,tailgating,0.9564312186247182
EVT-000468,2025-01-06 09:11:35+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.534640486774989
EVT-000469,2025-01-11 21:14:43+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,object_left,1.0
EVT-000470,2025-01-01 20:20:14+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.7700683908846018
EVT-000471,2025-01-13 13:39:28+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,object_left,1.0
EVT-000472,2025-01-10 18:35:29+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,loitering,0.9025095973972598
EVT-000473,2025-01-07 06:57:25+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.5974744914399861
EVT-000474,2025-01-03 21:33:31+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.8733082832014263
EVT-000475,2025-01-14 16:19:09+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.3716701087212857
EVT-000476,2025-01-05 05:29:44+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.7541371605830732
EVT-000477,2025-01-07 20:48:42+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.44725267014581127
EVT-000478,2025-01-06 12:25:33+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.6153708550654735
EVT-000479,2025-01-04 05:27:52+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.5636071428899588
EVT-000480,2025-01-06 19:58:50+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.4562982598948156
EVT-000481,2025-01-03 02:53:54+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,loitering,0.7848625709932447
EVT-000482,2025-01-01 00:33:27+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.6414621546380631
EVT-000483,2025-01-05 01:26:14+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,tailgating,0.8215900994639217
EVT-000484,2025-01-02 13:39:19+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.5805395695217245
EVT-000485,2025-01-06 19:21:55+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,loitering,1.0
EVT-000486,2025-01-13 01:53:19+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.685676109943657
EVT-000487,2025-01-03 06:37:22+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.45425718404805604
EVT-000488,2025-01-01 00:24:50+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.7109538762619384
EVT-000489,2025-01-02 13:19:38+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.722901464558962
EVT-000490,2025-01-08 02:44:38+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,loitering,0.8171080129666622
EVT-000491,2025-01-04 20:20:43+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.5435843714160626
EVT-000492,2025-01-07 20:28:20+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.5312877297497809
EVT-000493,2025-01-01 09:49:37+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.7153448807360618
EVT-000494,2025-01-05 15:55:09+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.7228656253368207
EVT-000495,2025-01-06 17:48:17+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.5197369269934932
EVT-000496,2025-01-07 00:55:32+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.5395255984604926
EVT-000497,2025-01-08 17:11:20+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.681169625732706
EVT-000498,2025-01-11 22:16:29+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.47586236388980074
EVT-000499,2025-01-07 12:59:20+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.5384199017977478
EVT-000500,2025-01-12 18:38:39+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.6134389151052652
EVT-000501,2025-01-08 09:59:26+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.7493908027233387
EVT-000502,2025-01-04 15:28:36+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.5093102075730689
EVT-000503,2025-01-04 04:56:59+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.3236423306953992
EVT-000504,2025-01-05 12:21:23+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.3125103798722684
EVT-000505,2025-01-09 08:44:51+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.41108803999407995
EVT-000506,2025-01-04 09:28:26+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.4030248422700094
EVT-000507,2025-01-13 19:09:43+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.5768083862070136
EVT-000508,2025-01-07 17:14:01+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,tailgating,0.7118836068509226
EVT-000509,2025-01-13 02:03:33+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.49458675602681934
EVT-000510,2025-01-10 13:34:28+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,loitering,1.0
EVT-000511,2025-01-05 16:00:22+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,object_left,0.9862458244000213
EVT-000512,2025-01-04 04:41:33+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.7983756497284683
EVT-000513,2025-01-11 09:57:53+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.6992921384145775
EVT-000514,2025-01-05 15:07:36+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.6024194122914006
EVT-000515,2025-01-04 10:56:50+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.5308460579128742
EVT-000516,2025-01-14 00:36:32+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,loitering,0.8196798383289502
EVT-000517,2025-01-07 18:09:48+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.6491619704927925
EVT-000518,2025-01-01 16:19:08+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,object_left,0.9050433510934786
EVT-000519,2025-01-07 22:14:29+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,object_left,0.7190904947612013
EVT-000520,2025-01-07 10:49:05+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.6054721133421347
EVT-000521,2025-01-13 02:17:35+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.29525706470054597
EVT-000522,2025-01-10 23:04:59+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.6317570676255895
EVT-000523,2025-01-03 16:17:44+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.7143223862938028
EVT-000524,2025-01-03 02:33:08+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,1.0
EVT-000525,2025-01-09 10:48:26+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,object_left,0.8001062450038053
EVT-000526,2025-01-01 15:55:02+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.46781423288459245
EVT-000527,2025-01-05 11:11:20+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.6326160622954892
EVT-000528,2025-01-02 22:26:12+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,loitering,0.981003969286695
EVT-000529,2025-01-01 06:54:30+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.5849553498834887
EVT-000530,2025-01-13 20:43:27+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.5828516747992878
EVT-000531,2025-01-02 06:10:46+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,loitering,0.9232908557437535
EVT-000532,2025-01-01 03:06:39+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.727193811519555
EVT-000533,2025-01-14 01:27:05+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.8066604354412116
EVT-000534,2025-01-03 15:16:33+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,loitering,0.8262740280902597
EVT-000535,2025-01-12 10:21:47+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.722297410825745
EVT-000536,2025-01-01 10:30:39+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.4947349580599826
EVT-000537,2025-01-03 03:35:40+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.714893317908935
EVT-000538,2025-01-02 13:10:16+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.48570127142595143
EVT-000539,2025-01-10 21:18:14+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.7635989904132198
EVT-000540,2025-01-09 16:22:11+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.9315961316089859
EVT-000541,2025-01-07 15:46:06+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,tailgating,0.9503476290877664
EVT-000542,2025-01-04 09:11:25+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.2711184763788887
EVT-000543,2025-01-02 05:51:24+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,object_left,0.8268553202311208
EVT-000544,2025-01-08 23:15:17+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.7847812701433955
EVT-000545,2025-01-04 05:31:11+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.6829615180537867
EVT-000546,2025-01-09 06:18:19+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,tailgating,0.9822135894078476
EVT-000547,2025-01-10 14:59:20+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.7513002533932258
EVT-000548,2025-01-12 21:24:35+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.6726680158872633
EVT-000549,2025-01-07 21:58:43+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.7826587781176704
EVT-000550,2025-01-01 01:35:34+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,loitering,1.0
EVT-000551,2025-01-04 22:18:13+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.8282550679105438
EVT-000552,2025-01-12 22:43:54+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.6538194125859381
EVT-000553,2025-01-08 11:10:19+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.7357889102240932
EVT-000554,2025-01-09 16:01:25+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,tailgating,0.7463377100835399
EVT-000555,2025-01-07 09:49:42+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.509780878266149
EVT-000556,2025-01-03 06:40:53+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.856015146062846
EVT-000557,2025-01-13 13:17:31+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.6324307014484032
EVT-000558,2025-01-11 19:42:24+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.7207320848793568
EVT-000559,2025-01-14 22:22:52+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.6185610021617085
EVT-000560,2025-01-12 23:26:41+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.5120226523620053
EVT-000561,2025-01-05 01:49:13+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.6016474338873602
EVT-000562,2025-01-04 13:25:56+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.8153991026651571
EVT-000563,2025-01-04 11:29:13+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.6832860111419136
EVT-000564,2025-01-13 20:42:51+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.34327902604043115
EVT-000565,2025-01-08 19:07:47+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.5677133315135767
EVT-000566,2025-01-07 08:41:50+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,loitering,0.854033640555469
EVT-000567,2025-01-14 13:20:08+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,intrusion,0.8187731805393347
EVT-000568,2025-01-09 10:45:01+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.3299281962398729
EVT-000569,2025-01-13 17:34:07+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.8839573328133815
EVT-000570,2025-01-14 18:50:31+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.7023588764719189
EVT-000571,2025-01-02 02:41:36+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.58949807117808
EVT-000572,2025-01-06 01:28:33+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.5442873395876897
EVT-000573,2025-01-11 06:40:13+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.7623527894687603
EVT-000574,2025-01-12 09:13:16+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,loitering,0.8387836099889416
EVT-000575,2025-01-03 01:53:26+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,tailgating,1.0
EVT-000576,2025-01-05 10:58:54+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.6813292928586384
EVT-000577,2025-01-08 16:11:08+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.6367022888231024
EVT-000578,2025-01-12 04:32:07+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.6218272208003393
EVT-000579,2025-01-02 13:57:24+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.5737547944928733
EVT-000580,2025-01-09 09:50:46+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.7568460180313898
EVT-000581,2025-01-05 03:36:16+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.47019857518472485
EVT-000582,2025-01-04 00:41:42+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.3567112309754686
EVT-000583,2025-01-08 05:10:25+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.6921660184338712
EVT-000584,2025-01-06 19:06:44+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.6946857492100721
EVT-000585,2025-01-09 21:35:55+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.672036172876765
EVT-000586,2025-01-05 10:43:31+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.6611592554427058
EVT-000587,2025-01-12 12:37:13+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,normal_motion,0.5519189432493679
EVT-000588,2025-01-02 02:14:38+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.7181224056578288
EVT-000589,2025-01-13 01:35:28+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,object_left,0.823360292480749
EVT-000590,2025-01-01 10:01:27+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,object_left,0.7850940246958721
EVT-000591,2025-01-11 07:15:38+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,loitering,1.0
EVT-000592,2025-01-05 20:24:59+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.9030959548163748
EVT-000593,2025-01-06 08:48:00+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.3397535876931851
EVT-000594,2025-01-01 06:23:42+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.6749682156443698
EVT-000595,2025-01-10 19:54:19+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.3481334358564424
EVT-000596,2025-01-03 07:36:12+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,object_left,0.7315315356337675
EVT-000597,2025-01-10 05:28:35+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,object_left,0.9533809441398976
EVT-000598,2025-01-11 03:39:40+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.2872457554980183
EVT-000599,2025-01-12 19:59:59+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.6583556385650644
EVT-000601,2025-01-05 05:18:13+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,loitering,0.8288453396919471
EVT-000602,2025-01-11 08:09:45+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.7259352136161378
EVT-000603,2025-01-12 13:31:08+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.8152509266983402
EVT-000604,2025-01-05 10:33:47+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,tailgating,0.7673656823171091
EVT-000605,2025-01-02 17:43:23+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.6538434660977206
EVT-000606,2025-01-13 11:02:46+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.6069087207865673
EVT-000607,2025-01-03 01:42:27+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.7992234931343695
EVT-000608,2025-01-09 07:31:36+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.8523575378010146
EVT-000609,2025-01-04 07:23:23+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.7700353054313437
EVT-000610,2025-01-02 18:20:40+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.4587693596655298
EVT-000611,2025-01-11 20:52:30+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.6302017279822383
EVT-000612,2025-01-03 00:17:21+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.6659274216437143
EVT-000613,2025-01-10 09:11:44+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.3285574546624156
EVT-000614,2025-01-10 16:52:47+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.6704040989431161
EVT-000615,2025-01-01 20:14:10+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,tailgating,0.9225707983318722
EVT-000616,2025-01-03 10:06:31+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,intrusion,0.9284954288687918
EVT-000617,2025-01-12 02:54:21+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.8210119622162634
EVT-000618,2025-01-08 02:27:00+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.6274372095193057
EVT-000619,2025-01-02 16:46:26+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,intrusion,0.7891632504095981
EVT-000620,2025-01-14 21:14:09+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,tailgating,0.6602064481498503
EVT-000621,2025-01-04 17:02:08+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.4776260028023351
EVT-000622,2025-01-01 01:20:46+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.45543372191484166
EVT-000623,2025-01-13 22:31:10+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,loitering,0.9057575842824817
EVT-000624,2025-01-01 05:34:13+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.8058513514299777
EVT-000625,2025-01-08 17:55:41+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.4513340526618974
EVT-000626,2025-01-14 21:40:34+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.7451998206830797
EVT-000627,2025-01-09 02:08:37+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,object_left,0.8578450130777912
EVT-000628,2025-01-09 04:26:18+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,object_left,0.8438334680793459
EVT-000629,2025-01-06 10:25:35+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.6690327959152595
EVT-000630,2025-01-02 18:38:29+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.7491525702186477
EVT-000631,2025-01-09 00:25:27+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.6124077302794783
EVT-000632,2025-01-13 13:29:35+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.8115242992952904
EVT-000633,2025-01-02 06:36:37+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.6464119259639887
EVT-000634,2025-01-13 07:48:27+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.6936276408704298
EVT-000635,2025-01-06 19:27:19+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.475010611269413
EVT-000636,2025-01-08 12:09:47+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,normal_motion,0.9237988516057251
EVT-000637,2025-01-03 07:34:32+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.6704737384807449
EVT-000638,2025-01-09 16:55:18+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,tailgating,0.8948142144626706
EVT-000639,2025-01-03 13:16:13+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,1.0
EVT-000640,2025-01-04 19:47:26+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.4765946965381348
EVT-000641,2025-01-11 02:27:41+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,loitering,0.8072445518670479
EVT-000642,2025-01-01 16:58:27+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.6430336677438907
EVT-000643,2025-01-07 06:15:09+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,tailgating,0.6725056955421272
EVT-000644,2025-01-09 07:46:27+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,object_left,0.9896091569244744
EVT-000645,2025-01-02 20:21:40+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.5184325793470914
EVT-000646,2025-01-05 03:02:14+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.8116975478815067
EVT-000648,2025-01-10 06:58:35+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.6307060029030794
EVT-000649,2025-01-14 16:10:26+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.7768431867887472
EVT-000650,2025-01-12 16:58:41+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.46537605437180063
EVT-000651,2025-01-03 15:45:39+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.45107297882490904
EVT-000652,2025-01-01 06:06:05+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.5705252369402839
EVT-000653,2025-01-01 17:26:31+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,loitering,0.928651675133183
EVT-000654,2025-01-09 08:09:34+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.40036841210797636
EVT-000655,2025-01-03 04:30:11+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.3497948100166355
EVT-000656,2025-01-04 05:42:35+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,tailgating,0.773450469895775
EVT-000657,2025-01-12 20:43:23+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.5095532531149494
EVT-000658,2025-01-13 05:37:34+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.5411660980619575
EVT-000659,2025-01-12 17:54:50+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,intrusion,0.6647272138309721
EVT-000660,2025-01-04 13:13:51+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,object_left,0.9361758494203367
EVT-000661,2025-01-09 16:12:49+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.5988649055053273
EVT-000662,2025-01-09 13:13:06+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.7395566786434338
EVT-000663,2025-01-03 14:14:34+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,tailgating,0.8848203015944819
EVT-000664,2025-01-08 08:29:09+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.8486064180348745
EVT-000665,2025-01-06 13:06:41+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.4973165963730299
EVT-000666,2025-01-11 12:33:30+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,normal_motion,0.4975362297622238
